# stamp_est0 stamp_est1 stamp_gt0 stamp_gt1 trans_error rot_error trans_relative_pose_gt rot_relative_pose_gt
7145.057589 7145.094452 7145.060000 7145.090000 0.014655 0.008250 0.009088 0.009460
7145.094452 7145.131315 7145.090000 7145.130000 0.000759 0.001348 0.011464 0.012748
7145.131315 7145.168179 7145.130000 7145.170000 0.002323 0.002765 0.011464 0.012635
7145.168179 7145.205043 7145.170000 7145.210000 0.003251 0.002680 0.011397 0.014401
7145.205043 7145.241906 7145.210000 7145.240000 0.002829 0.002275 0.008194 0.012344
7145.241906 7145.278769 7145.240000 7145.280000 0.008818 0.005704 0.010070 0.019311
7145.278769 7145.315633 7145.280000 7145.320000 0.001264 0.002054 0.008675 0.020039
7145.315633 7145.352496 7145.320000 7145.350000 0.002602 0.001736 0.005326 0.011560
7145.352496 7145.389359 7145.350000 7145.390000 0.002234 0.001680 0.005855 0.016786
7145.389359 7145.426223 7145.390000 7145.430000 0.005814 0.005617 0.004742 0.020140
7145.426223 7145.463087 7145.430000 7145.460000 0.000973 0.002307 0.002782 0.013752
7145.463087 7145.499950 7145.460000 7145.500000 0.001158 0.001538 0.003457 0.018650
7145.499950 7145.536813 7145.500000 7145.540000 0.003015 0.003378 0.003560 0.022226
7145.536813 7145.573677 7145.540000 7145.570000 0.003190 0.003254 0.003087 0.018491
7145.573677 7145.610540 7145.570000 7145.610000 0.034842 0.024537 0.005601 0.021459
7145.610540 7145.647403 7145.610000 7145.650000 0.007804 0.005457 0.006848 0.015924
7145.647403 7145.684267 7145.650000 7145.680000 0.024649 0.018518 0.006101 0.011651
7145.684267 7145.721131 7145.680000 7145.720000 0.002295 0.002190 0.010295 0.019331
7145.721131 7145.757994 7145.720000 7145.760000 0.001286 0.001384 0.012881 0.021609
7145.757994 7145.794857 7145.760000 7145.790000 0.006646 0.005767 0.011334 0.017166
7145.794857 7145.831721 7145.790000 7145.830000 0.005194 0.004548 0.017069 0.023289
